national_inv,lead_time,sales_1_month,pieces_past_due,perf_6_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop
4,8.0,0,0,0.96,0,No,No,No,Yes,No
544,52.0,15,0,0.73,0,Yes,No,No,Yes,No
45,8.0,0,0,0.79,0,Yes,No,No,Yes,No
5,2.0,0,0,0.85,0,Yes,No,Yes,Yes,No
7,3.0,0,0,0.99,0,Yes,No,No,Yes,No
3,8.0,0,0,0.91,0,No,No,No,Yes,No
0,2.0,0,0,0.78,0,Yes,No,Yes,Yes,No
0,2.0,10,5,0.29,0,No,No,No,Yes,No
53,12.0,2,0,1.0,0,No,No,No,No,No
0,9.0,0,0,0.94,0,No,No,No,Yes,No
3251,8.0,649,0,0.61,0,No,No,Yes,Yes,No
8,8.0,0,0,0.95,0,No,No,No,Yes,No
3,9.0,0,0,0.68,0,Yes,No,No,Yes,No
22,9.0,0,0,0.52,0,No,No,No,Yes,No
3,12.0,0,0,0.62,0,No,No,No,Yes,No
124,2.0,33,0,1.0,0,No,No,No,Yes,No
431,8.0,0,0,0.62,0,No,No,No,Yes,No
85,8.0,28,0,0.98,0,Yes,No,No,No,No
0,8.0,3,0,0.95,0,No,No,No,Yes,No
1057,12.0,0,0,0.71,0,No,No,No,Yes,No
123,2.0,57,0,0.97,0,No,No,No,Yes,No
902,8.0,1,0,0.66,0,No,No,Yes,Yes,No
20,8.0,0,0,0.82,0,No,No,Yes,Yes,No
17,8.0,0,0,0.6,0,Yes,No,Yes,Yes,No
5,8.0,2,0,1.0,0,No,No,No,Yes,No
202,12.0,0,0,0.98,0,No,No,No,Yes,No
30,8.0,0,0,0.86,0,No,No,No,Yes,No
84,9.0,0,0,0.85,0,No,No,Yes,Yes,No
4,12.0,0,0,0.73,0,Yes,No,No,Yes,No
29,8.0,0,0,0.48,0,No,No,No,Yes,No
0,12.0,0,0,0.92,0,No,No,No,Yes,No
0,12.0,0,0,0.73,0,No,No,No,Yes,No
3,12.0,0,0,0.77,0,Yes,No,No,Yes,No
16,6.0,5,0,1.0,0,No,No,No,Yes,No
30,16.0,5,0,0.9,0,No,No,No,Yes,No
32,8.0,0,0,0.83,0,No,No,No,Yes,No
4,8.0,0,0,0.82,0,No,No,No,Yes,No
77,,0,0,-99.0,0,Yes,No,No,No,No
196,2.0,392,0,0.98,0,No,No,No,Yes,No
6,2.0,0,0,0.64,0,Yes,No,Yes,Yes,No
8,12.0,0,0,0.78,0,No,No,No,Yes,No
4,12.0,0,0,0.73,0,No,No,No,Yes,No
160,9.0,4,0,0.85,0,No,No,No,Yes,No
129,8.0,9,0,0.97,0,No,No,No,Yes,No
3,,0,0,-99.0,0,No,No,No,Yes,No
170,8.0,0,0,0.83,0,No,No,No,Yes,No
5630,52.0,0,0,0.94,0,Yes,No,No,No,No
4,,0,0,-99.0,0,Yes,No,No,Yes,No
4,12.0,0,0,0.73,0,No,No,No,Yes,No
3,12.0,1,0,0.78,0,No,No,No,Yes,No
12,8.0,0,0,0.94,0,No,No,No,Yes,No
6,8.0,0,0,1.0,0,No,No,No,Yes,No
53,8.0,0,0,0.88,0,No,No,No,Yes,No
16,2.0,3,0,0.97,0,No,No,Yes,Yes,No
40,8.0,4,0,0.99,0,No,No,No,Yes,No
21,12.0,0,0,0.92,0,Yes,No,No,Yes,No
50,2.0,2,0,0.98,0,No,No,No,Yes,No
127,4.0,189,0,0.73,0,No,No,No,Yes,No
2,8.0,0,0,0.42,0,No,No,No,Yes,No
7,9.0,0,0,0.94,0,Yes,No,No,Yes,No
10,2.0,0,0,0.93,0,No,No,No,Yes,No
0,2.0,0,0,0.57,0,No,No,No,Yes,No
3,9.0,1,0,0.98,0,No,No,No,Yes,No
80,4.0,0,0,0.73,0,No,No,No,Yes,No
56,8.0,0,0,0.98,0,No,No,No,Yes,No
9789,8.0,774,0,1.0,0,No,No,Yes,Yes,No
7,52.0,2,0,0.7,0,Yes,No,Yes,Yes,No
12,2.0,0,0,0.98,0,No,No,No,Yes,No
3,2.0,0,0,0.93,0,Yes,No,No,Yes,No
1,2.0,1,0,1.0,0,No,No,No,Yes,No
0,12.0,1,0,0.78,0,No,No,No,Yes,No
1598,12.0,156,0,0.9,0,No,No,No,Yes,No
9,2.0,0,0,0.43,0,Yes,No,Yes,Yes,No
8,4.0,0,0,0.22,0,Yes,No,No,Yes,No
129,8.0,71,0,0.92,0,No,No,No,Yes,No
3,4.0,0,0,0.73,0,No,No,No,Yes,No
37,13.0,0,0,1.0,0,No,No,No,Yes,No
1,8.0,0,0,0.47,0,Yes,No,No,Yes,No
0,8.0,0,0,1.0,0,No,No,No,Yes,No
4,2.0,0,0,0.84,0,Yes,No,No,Yes,No
0,8.0,0,0,0.99,0,No,No,No,Yes,No
91,8.0,16,0,0.94,0,No,No,No,Yes,No
3,2.0,0,0,0.68,0,No,No,No,Yes,No
31,8.0,9,0,0.81,0,No,No,Yes,Yes,No
16,8.0,0,0,0.78,0,Yes,No,No,Yes,No
2,14.0,0,0,0.99,0,No,No,No,Yes,No
45,2.0,13,19,0.99,0,No,No,No,Yes,No
184,8.0,50,0,0.1,0,No,No,No,Yes,No
63,16.0,4,0,0.99,0,No,No,No,Yes,No
3,2.0,0,0,0.79,0,Yes,No,No,Yes,No
14,2.0,4,0,0.64,0,Yes,No,No,Yes,No
12,8.0,5,0,0.88,0,Yes,No,No,No,No
3,8.0,0,0,1.0,0,No,No,No,Yes,No
2,9.0,0,0,0.68,0,Yes,No,No,Yes,No
87,10.0,3223,0,0.85,558,No,No,No,Yes,No
10,12.0,0,0,0.48,0,Yes,No,No,Yes,No
8,,0,0,-99.0,0,Yes,No,No,Yes,No
247,9.0,28,0,0.86,0,No,No,No,Yes,No
40,2.0,0,0,0.76,0,Yes,No,No,Yes,No
141,8.0,37,0,0.96,0,No,No,No,Yes,No
0,2.0,0,0,0.84,0,Yes,No,Yes,Yes,No
0,9.0,0,0,0.68,0,No,No,Yes,Yes,No
64,2.0,1,0,-99.0,0,No,No,No,Yes,No
11,14.0,0,0,0.99,0,No,No,No,Yes,No
60,12.0,1,0,0.61,0,No,No,No,Yes,No
656,4.0,196,0,0.73,0,No,No,No,Yes,No
10,8.0,1,0,1.0,0,No,No,No,Yes,No
53,4.0,3,0,0.73,0,No,No,No,Yes,No
35,8.0,54,0,0.98,0,No,No,No,Yes,No
3,8.0,0,0,1.0,0,No,No,Yes,Yes,No
2669,10.0,296,0,0.98,0,No,No,No,Yes,No
29,4.0,9,0,1.0,0,No,No,Yes,Yes,No
2985,8.0,19,0,0.99,0,Yes,No,No,Yes,No
170,8.0,0,0,0.5,0,No,No,No,Yes,No
37,2.0,0,0,0.85,0,No,No,No,Yes,No
3,2.0,4,0,0.92,0,Yes,No,No,Yes,No
49,8.0,0,0,0.94,0,No,No,No,Yes,No
18,8.0,0,0,0.8,0,No,No,No,Yes,No
1,8.0,0,0,0.98,0,No,No,No,Yes,No
10,0.0,0,0,0.0,0,No,No,No,Yes,No
664,2.0,55,0,0.62,0,No,No,No,Yes,No
51,2.0,0,0,0.78,0,Yes,No,Yes,Yes,No
20,2.0,12,0,0.96,0,No,No,Yes,Yes,No
57,52.0,0,0,1.0,0,Yes,No,No,No,No
0,8.0,0,0,0.96,0,No,No,No,Yes,No
8,2.0,0,0,0.25,0,Yes,No,No,Yes,No
96,2.0,0,0,0.48,0,No,No,No,No,No
3,2.0,0,0,0.58,0,Yes,No,No,Yes,No
16,8.0,2,0,0.64,0,No,No,No,Yes,No
202,,0,0,-99.0,0,Yes,No,No,Yes,No
6,2.0,0,0,0.99,0,No,No,No,Yes,No
2,9.0,0,0,0.7,0,No,No,No,Yes,No
74,52.0,0,0,0.81,0,Yes,No,No,Yes,No
546,16.0,36,0,0.63,0,Yes,No,Yes,No,No
0,4.0,2,0,0.73,0,No,No,Yes,Yes,No
26,8.0,3,0,0.73,0,No,No,No,Yes,No
26,8.0,1,0,0.98,0,Yes,No,No,Yes,No
240,4.0,1,0,0.73,0,No,No,No,Yes,No
38,2.0,2,0,0.0,0,Yes,No,No,Yes,No
11,8.0,0,0,0.97,0,No,No,No,Yes,No
1,12.0,4,0,0.82,0,No,No,Yes,Yes,No
9,4.0,2,0,0.73,0,No,No,No,Yes,No
1,4.0,0,0,0.73,0,No,No,No,Yes,No
0,,0,0,-99.0,0,Yes,No,No,Yes,No
101,8.0,36,0,0.84,0,No,No,No,Yes,No
145,17.0,3,0,0.82,0,No,No,No,Yes,No
18,9.0,6,0,0.99,0,No,No,No,Yes,No
105,12.0,1,0,0.98,0,No,No,No,Yes,No
4,8.0,0,0,0.46,0,No,No,No,Yes,No
0,8.0,0,0,0.0,0,No,No,No,No,No
20,2.0,0,0,0.66,0,No,No,No,Yes,No
6,8.0,1,0,0.97,0,No,No,No,Yes,No
5,2.0,0,0,0.95,0,No,No,No,Yes,No
3,12.0,0,0,0.74,0,No,No,No,Yes,No
0,8.0,0,0,0.66,0,No,No,No,Yes,No
765,8.0,39,0,-99.0,0,No,No,No,Yes,No
0,2.0,0,0,0.99,0,Yes,No,Yes,Yes,No
6,2.0,0,0,0.69,0,Yes,No,Yes,Yes,No
129,8.0,18,0,0.53,0,No,No,Yes,Yes,No
179,0.0,14,0,0.0,0,No,No,No,No,No
2,8.0,8,0,0.71,0,No,No,No,Yes,No
122,8.0,15,0,0.98,0,No,No,No,Yes,No
8,8.0,0,0,0.99,0,No,No,No,Yes,No
0,3.0,0,0,0.42,0,Yes,No,No,Yes,No
3,2.0,1,0,0.83,0,No,No,No,Yes,No
2,8.0,0,0,0.85,0,Yes,No,No,Yes,No
258,9.0,142,0,0.99,0,No,No,No,Yes,No
10,4.0,0,0,0.89,0,No,No,No,Yes,No
1492,8.0,1110,0,0.99,0,No,No,No,Yes,No
70,8.0,3,0,0.91,0,No,No,No,Yes,No
0,2.0,3,0,0.81,0,No,No,No,Yes,No
4,8.0,0,0,0.81,0,No,No,No,Yes,No
31,,3,0,-99.0,0,No,No,No,No,No
11,8.0,6,0,0.99,0,No,No,No,Yes,No
87,4.0,0,0,0.77,0,No,No,No,Yes,No
12,8.0,1,0,1.0,0,No,No,Yes,Yes,No
280,2.0,379,0,0.94,0,No,No,No,Yes,No
6,2.0,29,0,1.0,0,Yes,No,No,Yes,No
4,4.0,0,0,0.7,0,No,No,No,Yes,No
4,2.0,0,0,0.54,0,No,No,No,Yes,No
442,8.0,0,0,1.0,0,No,No,No,Yes,No
197,,0,0,-99.0,0,Yes,No,No,Yes,No
1,8.0,0,0,0.99,0,No,No,No,Yes,No
3,8.0,3,0,0.69,0,No,No,No,Yes,No
246,2.0,1,0,0.97,0,No,No,No,Yes,No
457,4.0,120,0,0.73,0,No,No,No,Yes,No
6,9.0,0,0,0.94,0,Yes,No,No,Yes,No
748,2.0,573,171,0.5,0,No,No,No,Yes,No
14,8.0,4,0,0.82,0,No,No,No,Yes,No
4,12.0,0,0,0.63,0,No,No,No,Yes,No
164,2.0,0,0,1.0,0,Yes,No,No,Yes,No
13,10.0,0,0,0.99,0,No,No,No,Yes,No
68,8.0,0,0,0.96,0,Yes,No,No,Yes,No
0,4.0,0,0,0.73,0,No,No,No,Yes,No
5,8.0,0,0,0.96,0,Yes,No,Yes,Yes,No
43,9.0,0,0,0.85,0,No,No,No,Yes,No
5,2.0,6,0,0.8,0,No,No,No,Yes,No
70,8.0,1,0,0.72,0,No,No,Yes,Yes,No
5,8.0,0,0,1.0,0,No,No,No,Yes,No
42,8.0,0,0,1.0,0,No,No,No,Yes,No
109,8.0,0,0,0.53,0,No,No,Yes,Yes,No
20,6.0,14,0,0.68,0,No,No,No,Yes,No
4,14.0,0,0,0.99,0,No,No,No,Yes,No
2,9.0,0,0,0.54,0,Yes,No,No,Yes,No
7,8.0,0,0,0.78,0,No,No,No,Yes,No
65,12.0,2,0,0.87,0,No,No,No,Yes,No
30,4.0,0,0,0.75,0,Yes,No,No,Yes,No
0,4.0,0,2,0.85,0,No,No,No,Yes,No
0,2.0,3,0,1.0,0,No,No,No,Yes,No
35,8.0,26,0,0.95,0,No,No,No,Yes,No
2,4.0,0,0,0.73,0,Yes,No,No,Yes,No
16,2.0,0,0,0.68,0,No,No,No,Yes,No
71,2.0,1,0,0.82,0,Yes,No,Yes,Yes,No
566,12.0,14,0,0.93,0,No,No,No,Yes,No
29,,0,0,-99.0,0,Yes,No,No,Yes,No
4,5.0,0,0,1.0,0,Yes,No,No,Yes,No
9,8.0,0,0,0.83,0,Yes,No,No,Yes,No
3,8.0,0,0,0.98,0,No,No,No,Yes,No
14,4.0,0,0,0.68,0,Yes,No,No,Yes,No
49,8.0,32,0,0.86,0,No,No,No,Yes,No
1272,8.0,836,0,0.62,0,No,No,No,Yes,No
73,8.0,0,0,0.82,0,No,No,No,Yes,No
3,13.0,0,0,0.65,0,No,No,No,Yes,No
51,8.0,5,0,0.97,0,No,No,No,Yes,No
56,0.0,4,0,0.0,0,No,No,No,No,No
11,2.0,0,0,0.99,0,Yes,No,No,Yes,No
0,2.0,0,0,0.42,0,Yes,No,No,Yes,No
11,2.0,1,0,0.44,0,Yes,No,No,Yes,No
340,8.0,15,0,0.73,0,No,No,No,Yes,No
0,12.0,0,0,0.78,0,No,No,No,Yes,No
11,8.0,0,0,0.99,0,No,No,No,Yes,No
97,12.0,0,0,0.94,0,No,No,No,Yes,No
-90,8.0,0,0,0.98,90,No,No,No,Yes,No
17,12.0,1,0,0.89,0,No,No,No,Yes,No
0,12.0,0,0,0.78,0,Yes,No,No,Yes,No
204,8.0,0,0,0.38,0,No,No,No,No,No
205,8.0,0,0,1.0,0,No,No,No,No,No
250,,0,0,-99.0,0,No,No,No,Yes,No
2,12.0,0,0,0.73,0,Yes,No,No,Yes,No
1,12.0,8,0,0.68,0,No,No,No,Yes,No
42,8.0,86,0,0.44,2,No,No,No,Yes,No
249,8.0,20,0,0.8,0,Yes,No,No,Yes,No
6,16.0,0,0,0.38,0,No,No,Yes,Yes,No
3,8.0,0,0,0.68,0,No,No,No,Yes,No
17,2.0,0,0,0.51,0,No,No,No,Yes,No
87,8.0,19,0,0.99,0,No,No,No,Yes,No
13,12.0,0,0,0.58,0,Yes,No,No,Yes,No
0,10.0,0,0,0.89,0,No,No,Yes,Yes,No
82,8.0,49,0,0.94,0,No,No,No,Yes,No
1,8.0,1,0,0.82,0,No,No,No,Yes,No
-1,,11,0,-99.0,0,No,No,Yes,No,No
2,8.0,0,0,0.99,0,No,No,No,Yes,No
-7,8.0,3,0,0.79,8,No,No,No,Yes,No
61,8.0,0,0,0.84,0,No,No,No,Yes,No
36,8.0,0,0,0.17,0,No,No,No,Yes,No
0,2.0,0,0,0.63,0,Yes,No,No,Yes,No
75,8.0,10,3,0.41,0,No,No,No,Yes,No
7,8.0,0,0,0.4,0,No,No,No,Yes,No
120,8.0,22,0,0.58,0,No,No,Yes,Yes,No
4,8.0,0,0,0.78,0,No,No,No,Yes,No
3,8.0,0,0,1.0,0,No,No,No,Yes,No
8,,0,0,-99.0,0,Yes,No,No,Yes,No
77,8.0,1,0,0.99,0,No,No,No,Yes,No
2,,3,0,-99.0,0,No,No,No,Yes,No
1,8.0,53,0,0.77,0,No,No,No,Yes,No
11,14.0,0,0,0.99,0,No,No,No,Yes,No
11,2.0,20,0,0.75,0,No,No,Yes,Yes,No
64,2.0,25,0,0.51,0,No,No,Yes,Yes,No
1204,4.0,199,0,0.73,0,No,No,No,Yes,No
475,8.0,107,0,0.98,0,No,No,No,Yes,No
3,2.0,0,0,0.81,0,No,No,No,Yes,No
27,12.0,0,0,0.76,0,Yes,No,No,Yes,No
0,2.0,0,0,0.94,0,No,No,No,Yes,No
26,2.0,2,0,0.68,0,No,No,No,Yes,No
52,8.0,0,0,0.82,0,No,No,No,Yes,No
2,9.0,0,0,0.54,0,No,No,No,Yes,No
0,2.0,0,2,0.63,0,Yes,No,No,Yes,No
5,4.0,0,0,0.73,0,Yes,No,No,Yes,No
44,4.0,0,0,0.73,0,No,No,No,Yes,No
20,12.0,0,0,0.48,0,Yes,No,No,Yes,No
1878,8.0,81,0,0.71,0,No,No,No,Yes,No
4,2.0,0,0,0.48,0,Yes,No,No,Yes,No
4380,8.0,0,0,0.92,0,No,No,No,Yes,No
7,6.0,0,0,0.73,0,No,No,No,Yes,No
10,12.0,0,0,0.58,0,Yes,No,No,Yes,No
0,9.0,0,0,0.68,0,Yes,No,Yes,Yes,No
4,12.0,0,0,0.74,0,No,No,No,Yes,No
4,8.0,5,0,0.79,0,No,No,No,Yes,No
25,12.0,6,0,0.97,0,No,No,No,Yes,No
1,10.0,2,0,0.89,0,No,No,No,Yes,No
16,8.0,0,0,0.59,0,No,No,No,Yes,No
18,9.0,0,0,0.99,0,No,No,No,Yes,No
2,8.0,0,0,0.95,0,No,No,No,Yes,No
2,12.0,0,0,0.63,0,No,No,No,Yes,No
40,8.0,6,0,0.11,0,No,No,No,Yes,No
7,4.0,0,0,0.73,0,No,No,No,Yes,No
8,2.0,0,0,0.99,0,Yes,No,No,Yes,No
62,4.0,2,0,0.77,0,No,No,No,Yes,No
5,8.0,0,0,0.82,0,No,No,No,Yes,No
3,12.0,0,0,0.77,0,No,No,No,Yes,No
1,8.0,0,0,0.99,0,No,No,No,Yes,No
8,8.0,0,0,0.81,0,No,No,No,Yes,No
757,2.0,321,0,0.97,0,No,No,No,Yes,No
4,4.0,0,0,0.73,0,No,No,No,Yes,No
34,2.0,4,0,0.62,0,No,No,No,Yes,No
0,8.0,0,0,0.37,0,No,No,No,Yes,No
100,8.0,0,0,0.97,0,No,No,No,Yes,No
97,8.0,0,0,-99.0,0,No,No,No,Yes,No
9,2.0,1,0,0.97,0,No,No,No,Yes,No
1,2.0,2,0,0.33,0,No,No,No,Yes,No
86,2.0,0,0,0.0,0,No,No,No,Yes,No
2,12.0,0,0,0.63,0,Yes,No,No,Yes,No
14,10.0,0,0,0.89,0,No,No,No,Yes,No
85,4.0,22,0,0.73,0,No,No,No,Yes,No
0,,1,0,-99.0,0,Yes,No,No,Yes,No
9,8.0,1,0,0.84,0,No,No,No,Yes,No
31,8.0,1,0,0.35,0,Yes,No,No,Yes,No
1,2.0,1,0,0.82,0,No,No,No,Yes,No
12,8.0,0,0,0.88,0,Yes,No,No,Yes,No
467,8.0,8,0,1.0,0,No,No,No,Yes,No
1,12.0,0,0,0.73,0,No,No,No,Yes,No
116,12.0,580,0,0.71,44,Yes,No,Yes,No,No
465,8.0,250,0,0.97,0,No,No,No,Yes,No
37,4.0,0,0,0.73,0,No,No,No,Yes,No
0,12.0,0,0,0.78,0,Yes,No,No,Yes,No
20,,0,0,-99.0,0,Yes,No,No,No,No
32,,0,0,-99.0,0,Yes,No,Yes,Yes,No
292,8.0,0,0,1.0,0,No,No,No,Yes,No
33030,8.0,65,0,-99.0,0,Yes,No,No,Yes,No
4,8.0,0,0,0.7,0,No,No,No,Yes,No
0,2.0,5,0,0.98,6,No,No,No,No,No
27,2.0,6,0,0.75,0,Yes,No,No,Yes,No
3,8.0,0,0,-99.0,0,No,No,No,Yes,No
2,12.0,0,0,0.78,0,Yes,No,No,Yes,No
885,8.0,4,0,0.92,0,No,No,No,Yes,No
37,,0,0,-99.0,0,Yes,No,Yes,Yes,No
7,8.0,0,0,0.9,0,No,No,No,Yes,No
1,8.0,0,0,0.94,0,No,No,No,Yes,No
20,8.0,6,0,0.9,1,No,No,No,Yes,No
540,16.0,4,0,0.96,0,No,No,No,Yes,No
50,12.0,0,0,0.48,0,Yes,No,No,Yes,No
12,8.0,2,0,0.99,0,No,No,No,Yes,No
0,8.0,0,0,0.42,0,Yes,No,No,Yes,No
6,2.0,0,0,0.99,0,Yes,No,No,Yes,No
0,2.0,0,2,0.46,0,Yes,No,No,Yes,No
0,2.0,0,0,0.99,0,Yes,No,No,Yes,No
8,,0,0,-99.0,0,No,No,No,Yes,No
0,2.0,0,0,0.79,2,Yes,No,No,Yes,No
0,2.0,2,0,0.22,0,Yes,No,No,No,No
1,12.0,1,0,0.63,0,No,No,No,Yes,No
512,2.0,152,0,0.98,0,No,No,No,Yes,No
8,8.0,17,0,0.76,0,No,No,No,Yes,No
2,9.0,0,0,0.91,0,Yes,No,No,Yes,No
11,8.0,0,0,0.17,0,No,No,No,Yes,No
7,12.0,0,0,0.78,0,No,No,No,Yes,No
36,8.0,0,0,0.93,0,No,No,No,Yes,No
1209,8.0,10,0,0.98,0,No,No,No,Yes,No
140,9.0,3,0,0.86,0,Yes,No,No,No,No
8,8.0,0,0,0.74,0,No,No,No,Yes,No
10,8.0,0,0,1.0,0,No,No,No,Yes,No
7,4.0,0,0,0.24,0,Yes,No,No,Yes,No
0,2.0,0,0,0.54,0,Yes,No,No,Yes,No
9,8.0,9,0,0.24,0,No,No,Yes,Yes,No
103,8.0,1,0,0.7,0,No,No,No,Yes,No
0,2.0,0,0,0.24,0,No,No,No,No,No
22,9.0,1,0,0.86,0,Yes,No,No,No,No
0,8.0,0,0,0.79,0,No,No,No,Yes,No
4,9.0,0,0,0.7,0,No,No,No,Yes,No
756,8.0,215,0,0.94,0,No,No,No,Yes,No
0,9.0,1,0,0.96,0,Yes,No,No,Yes,No
2,12.0,0,0,0.73,0,No,No,No,Yes,No
5,8.0,1,0,0.1,0,No,No,No,Yes,No
11,8.0,0,0,0.56,0,No,No,No,Yes,No
8,12.0,5,0,0.63,0,No,No,Yes,Yes,No
2,13.0,0,0,0.8,0,Yes,No,No,Yes,No
24,14.0,0,0,0.46,0,No,No,No,Yes,No
3,8.0,0,0,0.67,0,No,No,Yes,Yes,No
127,2.0,2,0,0.96,0,No,No,No,Yes,No
105,8.0,29,0,0.99,0,No,No,Yes,Yes,No
56,2.0,3,0,0.76,0,No,No,No,Yes,No
2,2.0,4,0,0.97,0,No,No,No,Yes,No
5,8.0,0,0,0.92,0,No,No,No,Yes,No
40,,0,0,-99.0,0,Yes,No,No,Yes,No
6,12.0,0,0,0.58,0,Yes,No,No,Yes,No
232,9.0,0,0,0.99,0,No,No,No,Yes,No
172,8.0,50,0,0.99,0,No,No,No,Yes,No
0,0.0,0,0,0.0,0,No,No,No,No,No
0,4.0,0,1,0.68,0,Yes,No,No,Yes,No
137,2.0,6,0,0.99,0,No,No,No,Yes,No
6,8.0,0,0,0.83,0,No,No,No,Yes,No
0,2.0,0,0,0.82,0,No,No,No,Yes,No
9,,0,0,-99.0,0,Yes,No,No,Yes,No
25,8.0,2,0,0.95,0,No,No,No,Yes,No
16,12.0,8,0,0.74,0,No,No,No,Yes,No
157,9.0,20,0,0.86,0,No,No,No,Yes,No
9,12.0,0,0,0.77,0,No,No,No,Yes,No
64,,0,0,-99.0,0,Yes,No,No,No,No
27,8.0,0,0,0.86,0,No,No,No,Yes,No
4,2.0,1,0,0.93,0,No,No,No,Yes,No
323,2.0,240,0,1.0,0,No,No,No,Yes,No
214,2.0,1,0,0.99,0,Yes,No,No,Yes,No
17,8.0,0,0,0.98,0,No,No,No,Yes,No
8,8.0,2,0,1.0,0,Yes,No,No,Yes,No
1,8.0,0,0,0.96,0,No,No,No,Yes,No
450,52.0,1,0,0.21,0,Yes,No,No,No,No
937,8.0,302,0,0.97,0,No,No,No,Yes,No
59,2.0,6,0,0.79,0,No,No,No,Yes,No
40,,0,0,-99.0,0,Yes,No,No,Yes,No
74,52.0,0,0,0.75,0,Yes,No,No,Yes,No
509,12.0,41,0,0.94,0,No,No,No,Yes,No
7,8.0,0,0,0.94,0,No,No,No,Yes,No
37,8.0,0,0,0.74,0,No,No,Yes,Yes,No
4,8.0,11,9,0.05,0,No,No,Yes,Yes,No
9,8.0,0,0,0.96,0,No,No,No,Yes,No
490,12.0,62,0,0.97,0,No,No,No,Yes,No
1,2.0,0,0,0.89,0,Yes,No,No,Yes,No
156,2.0,212,0,1.0,0,No,No,No,Yes,No
1,8.0,0,0,0.7,0,No,No,No,Yes,No
11,2.0,0,0,0.91,0,No,No,No,Yes,No
11,8.0,0,0,0.93,0,No,No,No,Yes,No
1776,,4,0,-99.0,0,Yes,No,No,Yes,No
5,2.0,1,2,0.67,0,Yes,No,No,Yes,No
4,8.0,1,0,1.0,0,No,No,No,Yes,No
1,12.0,0,0,0.78,0,No,No,Yes,Yes,No
260,2.0,98,0,0.4,0,No,No,Yes,Yes,No
24,8.0,2,0,0.9,0,No,No,No,Yes,No
28,8.0,0,0,1.0,0,No,No,No,Yes,No
5,,0,0,-99.0,0,Yes,No,No,Yes,No
2,12.0,0,0,0.73,0,No,No,No,Yes,No
9,12.0,0,0,0.48,0,Yes,No,No,Yes,No
72,8.0,4,0,0.78,0,Yes,No,No,Yes,No
35,4.0,8,0,0.73,0,No,No,No,Yes,No
9,10.0,0,0,0.89,0,No,No,No,Yes,No
3,4.0,0,0,0.7,0,Yes,No,No,Yes,No
9,3.0,0,0,0.98,0,No,No,No,Yes,No
10,4.0,0,0,0.77,0,No,No,No,Yes,No
13,4.0,2,0,0.77,0,No,No,No,Yes,No
405,8.0,62,0,1.0,0,No,No,Yes,Yes,No
6,8.0,5,0,0.92,0,No,No,No,Yes,No
3,8.0,0,0,0.0,0,No,No,Yes,Yes,No
78,2.0,27,0,0.98,0,No,No,No,Yes,No
31,,1,0,-99.0,0,No,No,No,No,No
115,8.0,0,0,1.0,0,No,No,No,Yes,No
51,12.0,1,0,0.93,0,Yes,No,No,Yes,No
46,12.0,1,0,0.07,0,No,No,No,Yes,No
3,4.0,0,0,0.96,0,Yes,No,Yes,Yes,No
1,6.0,0,0,0.96,0,No,No,No,Yes,No
30,4.0,0,0,0.64,0,Yes,No,No,Yes,No
31,2.0,3,0,0.98,0,Yes,No,No,Yes,No
96,8.0,2,0,0.98,0,No,No,No,Yes,No
-5,2.0,5,0,0.81,5,No,No,No,Yes,No
30,10.0,18,0,0.77,0,No,No,No,Yes,No
147,8.0,6,250,0.0,0,No,No,No,Yes,No
74,4.0,11,0,0.98,0,Yes,No,No,Yes,No
11,2.0,0,0,0.97,0,Yes,No,Yes,Yes,No
45,8.0,0,0,0.51,0,Yes,No,No,Yes,No
1182,8.0,197,0,0.7,0,No,No,No,Yes,No
1,2.0,0,0,0.82,0,No,No,No,Yes,No
17,2.0,0,0,0.83,0,No,No,Yes,Yes,No
-194,15.0,249,84,0.06,204,No,No,No,Yes,No
3,8.0,1,0,0.82,0,No,No,No,Yes,No
117,8.0,1,0,0.96,0,No,No,No,Yes,No
14,4.0,0,0,0.73,0,No,No,No,Yes,No
11,2.0,5,0,1.0,0,No,No,No,Yes,No
10,52.0,0,0,1.0,0,Yes,No,Yes,No,No
328,12.0,34,0,0.71,0,Yes,No,No,No,No
10,2.0,0,0,0.89,0,No,No,No,Yes,No
3,8.0,2,0,0.99,0,No,No,No,Yes,No
59,8.0,4,0,0.85,0,No,No,Yes,Yes,No
7,8.0,0,0,0.97,0,No,No,No,Yes,No
40,8.0,25,0,0.99,0,No,No,No,Yes,No
30,2.0,13,0,0.8,0,Yes,No,No,Yes,No
4950,52.0,1,0,0.59,0,Yes,No,No,No,No
11,8.0,2,0,0.89,0,No,No,No,Yes,No
10,,0,0,-99.0,0,Yes,No,No,No,No
46,9.0,0,0,0.86,0,No,No,No,Yes,No
78,8.0,0,0,1.0,0,No,No,No,Yes,No
10,2.0,0,0,0.92,0,No,No,No,Yes,No
9,8.0,1,0,0.8,0,No,No,No,Yes,No
21,8.0,1,0,0.78,0,No,No,No,Yes,No
164,2.0,13,0,0.94,0,Yes,No,No,Yes,No
12,8.0,1,0,0.95,0,No,No,No,Yes,No
22,8.0,0,0,1.0,0,No,No,No,Yes,No
25,2.0,0,0,0.96,0,No,No,No,Yes,No
6,8.0,0,0,1.0,0,No,No,Yes,Yes,No
10,16.0,0,0,0.31,0,No,No,No,Yes,No
